image_name,tags
test_39220,haze primary agriculture
test_39221,primary agriculture partly_cloudy
test_39222,clear primary
test_39223,clear primary water agriculture
test_39224,clear primary
test_39225,primary partly_cloudy
test_39226,haze primary water
test_39227,clear primary
test_39228,clear primary
test_39229,clear primary
test_39230,clear primary
test_39231,clear primary road agriculture
test_39232,cloudy
test_39233,clear primary road agriculture
test_39234,haze primary
test_39235,clear primary
test_39236,clear primary road
test_39237,clear primary road
test_39238,clear primary
test_39239,clear primary
test_39240,primary partly_cloudy
test_39241,clear primary water agriculture
test_39242,clear primary road agriculture
test_39243,clear primary
test_39244,clear primary
test_39245,cloudy
test_39246,clear primary
test_39247,clear primary agriculture cultivation
test_39248,clear primary agriculture
test_39249,primary
test_39250,clear primary agriculture
test_39251,clear primary
test_39252,clear primary
test_39253,clear primary
test_39254,cloudy
test_39255,clear primary agriculture cultivation
test_39256,clear primary
test_39257,clear primary water cultivation
test_39258,clear primary road agriculture
test_39259,primary partly_cloudy
test_39260,clear primary
test_39261,clear primary
test_39262,cloudy
test_39263,clear primary agriculture
test_39264,clear primary
test_39265,clear primary
test_39266,clear primary
test_39267,primary partly_cloudy
test_39268,primary road agriculture habitation partly_cloudy
test_39269,clear primary road agriculture
test_39270,primary partly_cloudy
test_39271,clear primary road agriculture habitation
test_39272,clear primary
test_39273,cloudy
test_39274,clear primary
test_39275,clear primary agriculture habitation
test_39276,cloudy
test_39277,clear primary
test_39278,clear primary road agriculture
test_39279,clear primary road water agriculture habitation
test_39280,clear primary
test_39281,clear primary
test_39282,clear primary agriculture
test_39283,primary partly_cloudy
test_39284,clear primary water cultivation
test_39285,clear primary
test_39286,clear primary road agriculture
test_39287,clear primary
test_39288,clear primary water
test_39289,clear primary agriculture
test_39290,clear primary
test_39291,cloudy
test_39292,clear primary agriculture cultivation
test_39293,cloudy
test_39294,clear primary
test_39295,clear primary agriculture cultivation
test_39296,clear primary road agriculture
test_39297,clear primary road
test_39298,clear primary
test_39299,haze primary
test_39300,clear primary
test_39301,clear primary road habitation
test_39302,clear primary
test_39303,clear primary
test_39304,primary agriculture partly_cloudy
test_39305,clear primary
test_39306,clear primary agriculture
test_39307,clear primary agriculture cultivation
test_39308,clear primary
test_39309,clear primary road water
test_39310,clear primary road water agriculture
test_39311,clear primary
test_39312,clear primary agriculture
test_39313,clear primary water
test_39314,clear primary
test_39315,clear primary agriculture
test_39316,clear primary water
test_39317,clear primary
test_39318,clear primary agriculture
test_39319,clear primary
test_39320,clear primary
test_39321,primary road agriculture partly_cloudy
test_39322,primary partly_cloudy
test_39323,primary partly_cloudy
test_39324,primary agriculture partly_cloudy
test_39325,clear primary
test_39326,clear primary
test_39327,clear primary road agriculture
test_39328,clear primary
test_39329,clear primary road agriculture
test_39330,clear primary
test_39331,primary partly_cloudy
test_39332,cloudy
test_39333,clear primary cultivation
test_39334,clear primary
test_39335,clear primary road water cultivation habitation
test_39336,primary partly_cloudy
test_39337,primary water
test_39338,haze primary
test_39339,clear primary water agriculture
test_39340,clear primary
test_39341,clear primary
test_39342,clear primary
test_39343,primary partly_cloudy
test_39344,clear primary road agriculture habitation
test_39345,clear primary
test_39346,clear haze primary road agriculture
test_39347,clear primary agriculture
test_39348,clear primary agriculture cultivation
test_39349,clear primary
test_39350,clear primary water agriculture
test_39351,clear primary road agriculture cultivation
test_39352,primary road agriculture partly_cloudy
test_39353,clear primary
test_39354,clear primary water agriculture
test_39355,primary partly_cloudy
test_39356,primary partly_cloudy
test_39357,cloudy
test_39358,clear primary
test_39359,cloudy
test_39360,primary agriculture habitation partly_cloudy
test_39361,clear primary
test_39362,clear primary
test_39363,clear primary road agriculture
test_39364,clear primary
test_39365,primary agriculture partly_cloudy
test_39366,clear primary agriculture
test_39367,primary partly_cloudy
test_39368,primary partly_cloudy
test_39369,primary partly_cloudy
test_39370,clear primary road agriculture
test_39371,clear primary
test_39372,clear primary
test_39373,clear primary road water
test_39374,primary partly_cloudy
test_39375,clear primary
test_39376,clear primary road agriculture
test_39377,haze primary
test_39378,clear primary agriculture cultivation
test_39379,clear primary road agriculture habitation
test_39380,clear primary
test_39381,clear primary
test_39382,clear primary
test_39383,clear primary road agriculture habitation
test_39384,primary partly_cloudy
test_39385,clear primary agriculture cultivation
test_39386,clear primary road water agriculture
test_39387,clear primary
test_39388,clear primary
test_39389,clear primary
test_39390,primary partly_cloudy
test_39391,clear primary road agriculture
test_39392,clear primary
test_39393,clear primary agriculture cultivation
test_39394,clear primary agriculture cultivation
test_39395,haze primary agriculture
test_39396,clear primary
test_39397,artisinal_mine clear primary water
test_39398,clear primary
test_39399,clear primary
test_39400,clear primary agriculture
test_39401,clear primary road agriculture habitation
test_39402,clear primary cultivation partly_cloudy
test_39403,primary agriculture partly_cloudy
test_39404,clear primary
test_39405,cloudy
test_39406,clear primary road water
test_39407,clear primary road agriculture
test_39408,clear primary road agriculture
test_39409,clear primary water
test_39410,clear primary
test_39411,clear primary agriculture cultivation
test_39412,haze primary
test_39413,clear primary road water agriculture
test_39414,clear primary
test_39415,clear primary
test_39416,primary road agriculture
test_39417,clear primary agriculture cultivation
test_39418,clear primary agriculture
test_39419,primary road agriculture cultivation partly_cloudy
test_39420,primary
test_39421,clear primary cultivation
test_39422,clear primary road agriculture cultivation
test_39423,clear primary
test_39424,primary partly_cloudy
test_39425,haze primary
test_39426,clear water
test_39427,haze primary
test_39428,
test_39429,clear primary road agriculture habitation
test_39430,clear primary
test_39431,haze primary
test_39432,haze primary water
test_39433,clear primary road agriculture habitation
test_39434,clear primary
test_39435,clear primary
test_39436,clear primary agriculture cultivation
test_39437,clear primary
test_39438,clear primary agriculture
test_39439,clear primary water
test_39440,clear primary
test_39441,clear primary
test_39442,clear primary
test_39443,haze primary agriculture
test_39444,clear primary road agriculture
test_39445,clear primary
test_39446,primary
test_39447,haze primary water agriculture
test_39448,haze primary
test_39449,clear primary
test_39450,clear primary road water
test_39451,clear primary water agriculture
test_39452,primary agriculture partly_cloudy
test_39453,primary partly_cloudy
test_39454,clear primary road agriculture habitation
test_39455,primary agriculture partly_cloudy
test_39456,clear primary agriculture
test_39457,primary road agriculture partly_cloudy
test_39458,clear primary water cultivation
test_39459,primary partly_cloudy
test_39460,cloudy
test_39461,clear primary
test_39462,clear primary
test_39463,clear primary
test_39464,haze primary agriculture
test_39465,clear primary
test_39466,clear primary
test_39467,clear primary
test_39468,clear primary
test_39469,clear primary road agriculture
test_39470,artisinal_mine clear primary road water
test_39471,primary partly_cloudy
test_39472,clear primary
test_39473,clear primary water
test_39474,primary agriculture partly_cloudy
test_39475,clear primary
test_39476,primary
test_39477,primary agriculture partly_cloudy
test_39478,clear primary agriculture cultivation
test_39479,clear primary
test_39480,clear water
test_39481,primary partly_cloudy
test_39482,clear primary water agriculture
test_39483,clear primary road agriculture
test_39484,clear primary
test_39485,clear primary road agriculture habitation
test_39486,clear primary road agriculture
test_39487,primary agriculture partly_cloudy
test_39488,clear primary road agriculture
test_39489,clear primary agriculture partly_cloudy
test_39490,haze primary water
test_39491,haze primary water
test_39492,clear primary
test_39493,clear primary
test_39494,clear primary
test_39495,clear primary
test_39496,primary partly_cloudy
test_39497,cloudy
test_39498,clear primary agriculture
